,pulse1,pulse2,timestamp,syncpulse,state,trialtype,trialstarttime
0,0,0,17:17:12.9079936,None,None,None,None
1,0,0,17:17:12.9412224,None,None,None,None
2,0,0,17:17:12.9750784,None,None,None,None
3,0,0,17:17:13.0079360,None,None,None,None
4,0,0,17:17:13.0412544,None,None,None,None
5,0,0,17:17:13.0746368,None,None,None,None
6,0,0,17:17:13.1084160,None,None,None,None
7,0,0,17:17:13.1415936,None,None,None,None
8,0,0,17:17:13.1750144,None,None,None,None
9,0,0,17:17:13.2078336,None,None,None,None
10,0,0,17:17:13.2413056,None,None,None,None
11,0,0,17:17:13.2747136,None,None,None,None
12,0,0,17:17:13.3084160,None,None,None,None
13,0,0,17:17:13.3411840,None,None,None,None
14,0,0,17:17:13.3745024,None,None,None,None
15,0,0,17:17:13.4082560,None,None,None,None
16,0,0,17:17:13.4411904,None,None,None,None
17,0,0,17:17:13.4746752,None,None,None,None
18,0,0,17:17:13.5083904,None,None,None,None
19,0,0,17:17:13.5412864,None,None,None,None
20,0,0,17:17:13.5745408,None,None,None,None
21,0,0,17:17:13.6093184,None,None,None,None
22,0,0,17:17:13.6415744,None,None,None,None
23,0,0,17:17:13.6745216,None,None,None,None
24,0,0,17:17:13.7078912,None,None,None,None
25,0,0,17:17:13.7412608,None,None,None,None
26,0,0,17:17:13.7749632,None,None,None,None
27,0,0,17:17:13.8078592,None,None,None,None
28,0,0,17:17:13.8412928,None,None,None,None
29,0,0,17:17:13.8745984,None,None,None,None
30,0,0,17:17:13.9079296,None,None,None,None
31,0,0,17:17:13.9413120,None,None,None,None
32,0,0,17:17:13.9746304,None,None,None,None
33,0,0,17:17:14.0081152,None,None,None,None
34,0,0,17:17:14.0412928,None,None,None,None
35,0,0,17:17:14.0747264,None,None,None,None
36,0,0,17:17:14.1079680,None,None,None,None
37,0,0,17:17:14.1414272,None,None,None,None
38,0,0,17:17:14.1747200,None,None,None,None
39,0,0,17:17:14.2080512,None,None,None,None
40,0,0,17:17:14.2412928,None,None,None,None
41,0,0,17:17:14.2746624,None,None,None,None
42,0,0,17:17:14.3084032,None,None,None,None
43,0,0,17:17:14.3416832,None,None,None,None
44,0,0,17:17:14.3746304,None,None,None,None
45,0,0,17:17:14.4080000,None,None,None,None
46,0,0,17:17:14.4413824,None,None,None,None
47,0,0,17:17:14.4750080,None,None,None,None
48,0,0,17:17:14.5080192,None,None,None,None
49,0,0,17:17:14.5413248,None,None,None,None
50,0,0,17:17:14.5746944,None,None,None,None
51,0,0,17:17:14.6080128,None,None,None,None
52,0,0,17:17:14.6413696,None,None,None,None
53,0,0,17:17:14.6746496,None,None,None,None
54,0,0,17:17:14.7080064,None,None,None,None
55,0,0,17:17:14.7416448,None,None,None,None
