pulse1,pulse2,timestamp,syncpulse,state,trialtype,trialstarttime,bpod_time_ms,lickframe
0,0,17:52:55.7743872,None,None,None,,,0
0,0,17:52:55.8082688,None,None,None,,,0
0,0,17:52:55.8412672,None,None,None,,,0
0,0,17:52:55.8742016,None,None,None,,,0
0,0,17:52:55.9075968,None,None,None,,,0
0,0,17:52:55.9420800,None,None,None,,,0
0,0,17:52:55.9743616,None,None,None,,,0
0,0,17:52:56.0076800,None,None,None,,,0
0,0,17:52:56.0413696,None,None,None,,,0
0,0,17:52:56.0755968,None,None,None,,,0
0,0,17:52:56.1080320,None,None,None,,,0
0,0,17:52:56.1413248,None,None,None,,,0
0,0,17:52:56.1747200,None,None,None,,,0
0,0,17:52:56.2082944,None,None,None,,,0
0,0,17:52:56.2410624,None,None,None,,,0
0,0,17:52:56.2743680,None,None,None,,,0
0,0,17:52:56.3077376,None,None,None,,,0
0,0,17:52:56.3410688,None,None,None,,,0
0,0,17:52:56.3748864,None,None,None,,,0
0,0,17:52:56.4077568,None,None,None,,,0
0,0,17:52:56.4410880,None,None,None,,,0
0,0,17:52:56.4744192,None,None,None,,,0
0,0,17:52:56.5083136,None,None,None,,,0
0,0,17:52:56.5410688,None,None,None,,,0
0,0,17:52:56.5744640,None,None,None,,,0
0,0,17:52:56.6077440,None,None,None,,,0
0,0,17:52:56.6411520,None,None,None,,,0
0,0,17:52:56.6744576,None,None,None,,,0
0,0,17:52:56.7077760,None,None,None,,,0
0,0,17:52:56.7411200,None,None,None,,,0
0,0,17:52:56.7744512,None,None,None,,,0
0,0,17:52:56.8078208,None,None,None,,,0
0,0,17:52:56.8411136,None,None,None,,,0
0,0,17:52:56.8750208,None,None,None,,,0
0,0,17:52:56.9083136,None,None,None,,,0
0,0,17:52:56.9411328,None,None,None,,,0
0,0,17:52:56.9745024,None,None,None,,,0
0,0,17:52:57.0078080,None,None,None,,,0
0,0,17:52:57.0417280,None,None,None,,,0
0,0,17:52:57.0745344,None,None,None,,,0
0,0,17:52:57.1078528,None,None,None,,,0
0,0,17:52:57.1411840,None,None,None,,,0
0,0,17:52:57.1745152,None,None,None,,,0
0,0,17:52:57.2082048,None,None,None,,,0
0,0,17:52:57.2414976,None,None,None,,,0
0,0,17:52:57.2757760,None,None,None,,,0
0,0,17:52:57.3082112,None,None,None,,,0
0,0,17:52:57.3415040,None,None,None,,,0
0,0,17:52:57.3748992,None,None,None,,,0
0,0,17:52:57.4078464,None,None,None,,,0
0,0,17:52:57.4411648,None,None,None,,,0
0,0,17:52:57.4745088,None,None,None,,,0
0,0,17:52:57.5079296,None,None,None,,,0
0,0,17:52:57.5416448,None,None,None,,,0
0,0,17:52:57.5746304,None,None,None,,,0
0,0,17:52:57.6079872,None,None,None,,,0
0,0,17:52:57.6413184,None,None,None,,,0
0,0,17:52:57.6748416,None,None,None,,,0
0,0,17:52:57.7077376,None,None,None,,,0
0,0,17:52:57.7410816,None,None,None,,,0
0,0,17:52:57.7743488,None,None,None,,,0
0,0,17:52:57.8076416,None,None,None,,,0
0,0,17:52:57.8409856,None,None,None,,,0
0,0,17:52:57.8743296,None,None,None,,,0
0,0,17:52:57.9076864,None,None,None,,,0
0,0,17:52:57.9411712,None,None,None,,,0
0,0,17:52:57.9745152,None,None,None,,,0
0,0,17:52:58.0077184,None,None,None,,,0
0,0,17:52:58.0409984,None,None,None,,,0
0,0,17:52:58.0746624,None,None,None,,,0
0,0,17:52:58.1076352,None,None,None,,,0
0,0,17:52:58.1410176,None,None,None,,,0
0,0,17:52:58.1743360,None,None,None,,,0
0,0,17:52:58.2079744,None,None,None,,,0
0,0,17:52:58.2410112,None,None,None,,,0
0,0,17:52:58.2744448,None,None,None,,,0
0,0,17:52:58.3078656,None,None,None,,,0
