,pulse1,pulse2,timestamp,syncpulse,state,trialtype,trialstarttime
0,0,0,14:08:04.5277440,None,None,None,None
1,0,0,14:08:04.5611008,None,None,None,None
2,0,0,14:08:04.5945472,None,None,None,None
3,0,0,14:08:04.6279040,None,None,None,None
4,0,0,14:08:04.6612096,None,None,None,None
5,0,0,14:08:04.6978304,None,None,None,None
6,0,0,14:08:04.7281536,None,None,None,None
7,0,0,14:08:04.7610496,None,None,None,None
8,0,0,14:08:04.7945344,None,None,None,None
9,0,0,14:08:04.8277632,None,None,None,None
10,0,0,14:08:04.8610176,None,None,None,None
11,0,0,14:08:04.8944384,None,None,None,None
12,0,0,14:08:04.9277312,None,None,None,None
13,0,0,14:08:04.9610752,None,None,None,None
14,0,0,14:08:04.9944192,None,None,None,None
15,0,0,14:08:05.0279040,None,None,None,None
16,0,0,14:08:05.0611328,None,None,None,None
17,0,0,14:08:05.0945152,None,None,None,None
18,0,0,14:08:05.1278080,None,None,None,None
19,0,0,14:08:05.1610240,None,None,None,None
20,0,0,14:08:05.1948672,None,None,None,None
21,0,0,14:08:05.2277504,None,None,None,None
22,0,0,14:08:05.2611584,None,None,None,None
23,0,0,14:08:05.2957184,None,None,None,None
24,0,0,14:08:05.3278208,None,None,None,None
25,0,0,14:08:05.3618304,None,None,None,None
26,0,0,14:08:05.3945472,None,None,None,None
27,0,0,14:08:05.4278784,None,None,None,None
28,0,0,14:08:05.4612736,None,None,None,None
29,0,0,14:08:05.4945792,None,None,None,None
30,0,0,14:08:05.5278720,None,None,None,None
31,0,0,14:08:05.5613696,None,None,None,None
32,0,0,14:08:05.5947264,None,None,None,None
33,0,0,14:08:05.6278272,None,None,None,None
34,0,0,14:08:05.6611456,None,None,None,None
35,0,0,14:08:05.6945408,None,None,None,None
36,0,0,14:08:05.7280512,None,None,None,None
37,0,0,14:08:05.7612800,None,None,None,None
38,0,0,14:08:05.7945088,None,None,None,None
39,0,0,14:08:05.8278784,None,None,None,None
40,0,0,14:08:05.8612608,None,None,None,None
41,0,0,14:08:05.8947328,None,None,None,None
42,0,0,14:08:05.9280384,None,None,None,None
43,0,0,14:08:05.9612416,None,None,None,None
44,0,0,14:08:05.9946752,None,None,None,None
45,0,0,14:08:06.0282880,None,None,None,None
46,0,0,14:08:06.0612608,None,None,None,None
47,0,0,14:08:06.0946176,None,None,None,None
48,0,0,14:08:06.1280640,None,None,None,None
49,0,0,14:08:06.1622784,None,None,None,None
50,0,0,14:08:06.1949696,None,None,None,None
51,0,0,14:08:06.2280704,None,None,None,None
52,0,0,14:08:06.2612992,None,None,None,None
53,0,0,14:08:06.2947840,None,None,None,None
54,0,0,14:08:06.3284608,None,None,None,None
55,0,0,14:08:06.3614592,None,None,None,None
56,0,0,14:08:06.3947008,None,None,None,None
57,0,0,14:08:06.4280960,None,None,None,None
58,0,0,14:08:06.4613888,None,None,None,None
59,0,0,14:08:06.4945920,None,None,None,None
60,0,0,14:08:06.5279872,None,None,None,None
61,0,0,14:08:06.5613440,None,None,None,None
62,0,0,14:08:06.5946752,None,None,None,None
63,0,0,14:08:06.6279808,None,None,None,None
64,0,0,14:08:06.6612992,None,None,None,None
65,0,0,14:08:06.6947712,None,None,None,None
66,0,0,14:08:06.7279488,None,None,None,None
67,0,0,14:08:06.7613440,None,None,None,None
68,0,0,14:08:06.7946240,None,None,None,None
69,0,0,14:08:06.8283008,None,None,None,None
70,0,0,14:08:06.8613248,None,None,None,None
71,0,0,14:08:06.8947712,None,None,None,None
72,0,0,14:08:06.9280384,None,None,None,None
73,0,0,14:08:06.9613440,None,None,None,None
74,0,0,14:08:06.9949696,None,None,None,None
75,0,0,14:08:07.0282752,None,None,None,None
76,0,0,14:08:07.0613888,None,None,None,None
77,0,0,14:08:07.0947712,None,None,None,None
78,0,0,14:08:07.1280128,None,None,None,None
79,0,0,14:08:07.1617024,None,None,None,None
80,0,0,14:08:07.1946752,None,None,None,None
